"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"GAST",1.98520197704545,-3.25257657845905,8.00929908723188e-05,0.00273810657744842,"High vs Low","GAST",0.00273810657744842
"SEPT12",1.0936666493845,-2.77775960810461,8.03387578888754e-05,0.00274154195320247,"High vs Low","SEPT12",0.00274154195320247
"MOGAT3",-1.46027206340662,-3.53689060350697,8.21055166226806e-05,0.00279677473679893,"High vs Low","MOGAT3",0.00279677473679893
"GREM2",1.13401489571768,2.88060767615611,8.38306087702668e-05,0.002850391744331,"High vs Low","GREM2",0.002850391744331
"E2F4",0.237053060148689,6.25579219753271,8.47787390327318e-05,0.00287744529547964,"High vs Low","E2F4",0.00287744529547964
"TAF1C",0.367819898786034,5.62160502641935,8.51409494206277e-05,0.00288025721317571,"High vs Low","TAF1C",0.00288025721317571
"LIN7A",-0.715534463756085,2.24834900152765,8.51668446267843e-05,0.00288025721317571,"High vs Low","LIN7A",0.00288025721317571
"OR5AU1",1.67607168469216,-3.9726543627893,8.92911041248053e-05,0.00301433349899678,"High vs Low","OR5AU1",0.00301433349899678
"DCHS2",1.11105698230307,1.16915906043321,8.9910470174502e-05,0.00302982229046969,"High vs Low","DCHS2",0.00302982229046969
"FRS3",0.436107755417548,3.25789601596515,9.04414579893298e-05,0.00304228298345212,"High vs Low","FRS3",0.00304228298345212
"GNAT3",2.312483999802,-3.46853287893506,9.12232053770108e-05,0.00306311941044407,"High vs Low","GNAT3",0.00306311941044407
"HOXA4",-0.832072440778785,0.661643134398398,9.46122567276626e-05,0.00317127512736718,"High vs Low","HOXA4",0.00317127512736718
"CLASRP",0.364087705088705,5.35680482354862,9.54600982399787e-05,0.00319402041469262,"High vs Low","CLASRP",0.00319402041469262
"RCC2",0.309158084716182,7.590607859493,9.67962498679013e-05,0.0032329947455879,"High vs Low","RCC2",0.0032329947455879
"EMX1",1.22093100532608,-1.39689168947694,9.78054949799141e-05,0.00326093197131795,"High vs Low","EMX1",0.00326093197131795
"NBPF4",1.86927848508517,-2.30942310243361,9.84771743166284e-05,0.00327753572580087,"High vs Low","NBPF4",0.00327753572580087
"RBFOX3",1.11966086370685,-0.729493206875012,0.000100095072947269,0.00332551781969704,"High vs Low","RBFOX3",0.00332551781969704
"SLC2A12",-0.856411219488479,2.62229600849246,0.000100906120840745,0.00334657189171476,"High vs Low","SLC2A12",0.00334657189171476
"DIO1",1.06429828494529,0.899069334151364,0.000101402453810418,0.00335713281729192,"High vs Low","DIO1",0.00335713281729192
"LRAT",-0.982396584993828,2.66650298163124,0.000102815538449081,0.00339795451151069,"High vs Low","LRAT",0.00339795451151069
"RAX",2.02056123733299,-1.68704722237964,0.000103194153397944,0.00340450501533671,"High vs Low","RAX",0.00340450501533671
"SPP1",-0.889720959511613,9.57945363845555,0.000103805028960997,0.00341868185257062,"High vs Low","SPP1",0.00341868185257062
"TMEM207",-2.13755448328889,-3.42968679993106,0.000104209898313255,0.00342603656980739,"High vs Low","TMEM207",0.00342603656980739
"KIAA1715",-0.26381340843381,5.64216249420143,0.000105339596217537,0.00345715394821069,"High vs Low","KIAA1715",0.00345715394821069
"ESR1",-0.794424190339534,3.941996406046,0.000106044335721982,0.00347424072814155,"High vs Low","ESR1",0.00347424072814155
"TEX22",0.56365133910496,-0.487194638172884,0.00010751899369486,0.00351644875219359,"High vs Low","TEX22",0.00351644875219359
"MTG1",0.392938555113975,3.16622363486819,0.000108465527845355,0.00354126812451506,"High vs Low","MTG1",0.00354126812451506
"COL26A1",0.823384666327134,0.726426925988807,0.000108710022057892,0.00354312059802154,"High vs Low","COL26A1",0.00354312059802154
"MSMB",-1.67581817549223,6.54515200803013,0.000109735987551182,0.00357039279496269,"High vs Low","MSMB",0.00357039279496269
"PADI4",0.7433150011956,-1.65335696361538,0.000112172459404419,0.00364338464960549,"High vs Low","PADI4",0.00364338464960549
"ADH1A",-1.06197902724436,-2.26738329212049,0.000112644294496503,0.00365242350763489,"High vs Low","ADH1A",0.00365242350763489
"P2RX2",1.0530415139869,-0.816382000085551,0.000113840190152758,0.00368486831624819,"High vs Low","P2RX2",0.00368486831624819
"SERPINB4",-1.81556736384789,1.28668440510506,0.000114049114678011,0.0036853096628232,"High vs Low","SERPINB4",0.0036853096628232
"ASCL2",0.822308922723854,2.06191983588736,0.000114301569505068,0.00368715370620536,"High vs Low","ASCL2",0.00368715370620536
"OR2H1",1.44560865147548,-4.29051932850747,0.000118160987588275,0.00380514675218146,"High vs Low","OR2H1",0.00380514675218146
"PSMA8",1.0302710316729,-2.84073429903984,0.000118587066426922,0.00381236206225289,"High vs Low","PSMA8",0.00381236206225289
"GPX6",2.06562980183581,-4.18263245964506,0.000119645348770981,0.00383984247730814,"High vs Low","GPX6",0.00383984247730814
"C8orf74",-1.70915012543426,-1.99064046649908,0.000124942333876802,0.00400303358673875,"High vs Low","C8orf74",0.00400303358673875
"SCAF4",0.233253470470788,5.48331518137781,0.000128653392929419,0.00411494606435774,"High vs Low","SCAF4",0.00411494606435774
"DNAH17",0.591347096820084,3.23103161420526,0.000129187935828885,0.00412505167009624,"High vs Low","DNAH17",0.00412505167009624
"NKX2.2",2.09809641804887,-2.45157255379367,0.000131224271999524,0.00418299533260645,"High vs Low","NKX2.2",0.00418299533260645
"CDT1",0.570031169565065,4.20213293075926,0.000136807428377011,0.00435361379578847,"High vs Low","CDT1",0.00435361379578847
"COLCA2",0.745349166211339,2.48317676029896,0.00013712622151628,0.00435641233372679,"High vs Low","COLCA2",0.00435641233372679
"PKIG",-0.502867309604708,5.52055741230898,0.000137712312068184,0.00436767906056926,"High vs Low","PKIG",0.00436767906056926
"NRG3",-0.918643699734505,-1.42391588074564,0.00013873536565234,0.00439274343158609,"High vs Low","NRG3",0.00439274343158609
"ATXN7L2",0.360195896568568,2.75149681343002,0.000139007685653376,0.00439399336007514,"High vs Low","ATXN7L2",0.00439399336007514
"C2orf57",1.28951537274037,-3.80845502720862,0.000139502356439833,0.00440225579996002,"High vs Low","C2orf57",0.00440225579996002
"IL34",0.651002836026546,2.49791622455409,0.000140251333822672,0.00441850237156534,"High vs Low","IL34",0.00441850237156534
"DBX1",1.98909182550567,-3.56792950131603,0.000140778964849509,0.00442773307612513,"High vs Low","DBX1",0.00442773307612513
"CRIP3",0.944311650226967,-0.41922000301596,0.000143466749557135,0.0045047604507366,"High vs Low","CRIP3",0.0045047604507366
"UGT2B28",1.89034900551281,-2.0263416892089,0.00014415385994707,0.00451881643033415,"High vs Low","UGT2B28",0.00451881643033415
"SLC30A8",1.38402700435674,-0.416047978852014,0.000144420657599052,0.00451967202247381,"High vs Low","SLC30A8",0.00451967202247381
"GCM1",0.968656250902666,-0.848393069242784,0.00014497443055418,0.00452949085925154,"High vs Low","GCM1",0.00452949085925154
"FXYD4",1.36966215596593,1.90562932025727,0.000146153099744235,0.00455876883516274,"High vs Low","FXYD4",0.00455876883516274
"CRH",1.35815699893965,-3.53449461075676,0.000147213623997009,0.00458427111955042,"High vs Low","CRH",0.00458427111955042
"ANKRD33B",0.672216934609402,2.31989337102063,0.000147705415278636,0.00459200805885197,"High vs Low","ANKRD33B",0.00459200805885197
"OLIG1",1.08933520445812,-0.684121923003585,0.000152635252808892,0.00473746686802074,"High vs Low","OLIG1",0.00473746686802074
"TRDN",1.78196524545069,-1.3552204243398,0.000153295547387348,0.00475014823439515,"High vs Low","TRDN",0.00475014823439515
"BSND",1.10214718630429,-2.21627010199116,0.000154051553229022,0.0047581951935028,"High vs Low","BSND",0.0047581951935028
"TSKS",0.813044570660656,-0.966418998098774,0.000154136996530372,0.0047581951935028,"High vs Low","TSKS",0.0047581951935028
"NCAN",1.01715099224503,-2.75676689516628,0.000154311666494818,0.0047581951935028,"High vs Low","NCAN",0.0047581951935028
"PROKR2",-1.62133733592789,-4.16294399372856,0.000155368800422522,0.00478297656243625,"High vs Low","PROKR2",0.00478297656243625
"DDTL",0.435732182062406,1.24508589706037,0.000156134267198011,0.00479871295813302,"High vs Low","DDTL",0.00479871295813302
"FRMD1",1.32884891106521,-2.20346377834706,0.000156506513141537,0.0048023323731609,"High vs Low","FRMD1",0.0048023323731609
"TNFRSF11B",-0.71942135415455,2.92433852854201,0.000157034259346594,0.0048107037469636,"High vs Low","TNFRSF11B",0.0048107037469636
"CT45A10",2.072770900283,-2.31119234840803,0.000159441608578869,0.00487653581116992,"High vs Low","CT45A10",0.00487653581116992
"TEX38",0.663728318607594,-2.54089811553587,0.000160950968113677,0.00491473417358123,"High vs Low","TEX38",0.00491473417358123
"OR2B6",0.939776631277781,-1.85076709312081,0.000163038543161559,0.00497043674959901,"High vs Low","OR2B6",0.00497043674959901
"PRAMEF14",1.70963095596885,-4.47257249032888,0.000163674709373169,0.00498178296867914,"High vs Low","PRAMEF14",0.00498178296867914
"TSPYL6",1.33949804345637,-3.41465939713204,0.000166274841460518,0.00505203993836631,"High vs Low","TSPYL6",0.00505203993836631
"TMEM151B",0.914436453491946,-1.68142423425136,0.000166518406107988,0.00505203993836631,"High vs Low","TMEM151B",0.00505203993836631
"OR2J3",1.4191206382969,-4.38747716795936,0.000168768466644173,0.00511208625046901,"High vs Low","OR2J3",0.00511208625046901
"HIST1H2AA",-2.08970340344612,-4.2606412682279,0.000169210986776675,0.00511727649272858,"High vs Low","HIST1H2AA",0.00511727649272858
"BEGAIN",0.764957375767624,0.913269971465454,0.000169691357543112,0.0051235929731137,"High vs Low","BEGAIN",0.0051235929731137
"KRTAP17.1",1.40164851931343,-4.46345412887008,0.000170075741114318,0.00512699570378321,"High vs Low","KRTAP17.1",0.00512699570378321
"FANCA",0.427768403312868,4.18591122273364,0.000171008504922478,0.00514689233874334,"High vs Low","FANCA",0.00514689233874334
"GPR12",1.55226656621221,-0.633246726332636,0.000174504101579338,0.00524373710334983,"High vs Low","GPR12",0.00524373710334983
"FAM83C",1.99279024528531,-1.28698147321626,0.000180151140125383,0.00540482061256932,"High vs Low","FAM83C",0.00540482061256932
"USP49",0.383882106643174,3.68662674862339,0.000181113587212913,0.00542507064173792,"High vs Low","USP49",0.00542507064173792
"KRT20",2.03538088105214,2.29967061892277,0.000181578503272152,0.00543037707646401,"High vs Low","KRT20",0.00543037707646401
"RP11.542C16.2",0.879971364498129,-3.97731599228742,0.000183594245644755,0.00548197311639585,"High vs Low","RP11.542C16.2",0.00548197311639585
"MYH13",0.938540095874174,-2.02943484789589,0.00018536529904979,0.00552611146661705,"High vs Low","MYH13",0.00552611146661705
"UGT1A6",-1.67947405364617,3.50972172172414,0.000187602924467211,0.00558399808772988,"High vs Low","UGT1A6",0.00558399808772988
"RHOXF2B",2.62749019058807,-3.11552092168493,0.000189924684039306,0.00564420269685943,"High vs Low","RHOXF2B",0.00564420269685943
"TRDMT1",0.501894066317615,3.12984066490278,0.000190366518812322,0.00564843801337631,"High vs Low","TRDMT1",0.00564843801337631
"NEURL1",1.03904107626081,2.08346874680773,0.000193151816487727,0.00572208466081617,"High vs Low","NEURL1",0.00572208466081617
"TSPEAR",0.931461413902649,0.271406474006917,0.000194890068561018,0.00576261207099836,"High vs Low","TSPEAR",0.00576261207099836
"PANX3",-1.54789821961522,-3.49927680525381,0.00019579263180926,0.00576261207099836,"High vs Low","PANX3",0.00576261207099836
"OPRM1",1.49182637669391,-3.76422430422294,0.000195838153100827,0.00576261207099836,"High vs Low","OPRM1",0.00576261207099836
"KRT81",1.38086326320759,4.09838027170782,0.000195887702712356,0.00576261207099836,"High vs Low","KRT81",0.00576261207099836
"AMY1A",1.37252449618836,-3.72988060579439,0.000196046682718507,0.00576261207099836,"High vs Low","AMY1A",0.00576261207099836
"HTR3E",1.36289261693149,-3.4470062234377,0.000197787680467216,0.00580474544027502,"High vs Low","HTR3E",0.00580474544027502
"GALR3",1.33017280743233,-3.02411004300171,0.000198383824917464,0.00581320055903334,"High vs Low","GALR3",0.00581320055903334
"HIST2H2BF",-0.875268036969941,1.91392393916307,0.000199397779107035,0.00583385347213776,"High vs Low","HIST2H2BF",0.00583385347213776
"ATP2A1",0.581260201337349,1.0176761337552,0.000199751065097298,0.00583514295580669,"High vs Low","ATP2A1",0.00583514295580669
"EMILIN3",-0.905819455889547,-0.880385791503298,0.000200295736289371,0.00584201057112323,"High vs Low","EMILIN3",0.00584201057112323
"ADAMTSL4",0.649614326349763,5.14082168948323,0.000203196212269442,0.00591746253354421,"High vs Low","ADAMTSL4",0.00591746253354421
"NR1H4",1.65054448423189,-0.434777825475944,0.000205804605919197,0.00598418908829147,"High vs Low","NR1H4",0.00598418908829147
"FSD1",0.801664179763797,-0.0523129943112459,0.000206475097600086,0.00598625668171536,"High vs Low","FSD1",0.00598625668171536
"ARF4",-0.274598879460563,8.18969063624505,0.000206510153134264,0.00598625668171536,"High vs Low","ARF4",0.00598625668171536
"S100A7",-1.82070388944431,1.37619878304068,0.000209113244694846,0.00603720904287168,"High vs Low","S100A7",0.00603720904287168
"AKR1D1",-1.091596054272,-2.14860194890034,0.000209169121213796,0.00603720904287168,"High vs Low","AKR1D1",0.00603720904287168
"FGFBP3",0.457111959611936,1.0176670573827,0.000209227635739393,0.00603720904287168,"High vs Low","FGFBP3",0.00603720904287168
"KRTAP1.3",1.35740737918342,-4.41703997133857,0.000214378814174259,0.00617640091951519,"High vs Low","KRTAP1.3",0.00617640091951519
"CLRN1",1.70853431769535,-3.95801922980749,0.000214767287702641,0.00617816080218985,"High vs Low","CLRN1",0.00617816080218985
"SLC9A3",-0.884804186862733,1.08100652152327,0.000217152518746013,0.00623308236299405,"High vs Low","SLC9A3",0.00623308236299405
"DPYSL4",0.740920651250277,1.60520219922239,0.000217337088381648,0.00623308236299405,"High vs Low","DPYSL4",0.00623308236299405
"SPIB",-0.873203885053995,2.95818599571239,0.000222585418506636,0.006373914161819,"High vs Low","SPIB",0.006373914161819
"BEST3",1.44584092513376,-1.99990647888908,0.000228495019377801,0.00652384730471994,"High vs Low","BEST3",0.00652384730471994
"CCER2",0.773985472734141,-1.33203096053633,0.000228512695056959,0.00652384730471994,"High vs Low","CCER2",0.00652384730471994
"SLC45A4",0.488982523026593,5.79568679698222,0.000234685060178001,0.00668994225169042,"High vs Low","SLC45A4",0.00668994225169042
"TNP1",2.34828353755747,-3.7757202553124,0.000236055868937221,0.00671844486012451,"High vs Low","TNP1",0.00671844486012451
"CGB2",2.04746511006501,-3.88030256205218,0.000236396978809956,0.00671844486012451,"High vs Low","CGB2",0.00671844486012451
"CNTNAP3B",-0.862148395038327,-1.03418256654191,0.00023690133237769,0.00672265420045019,"High vs Low","CNTNAP3B",0.00672265420045019
"CNTNAP4",1.50514314025419,-0.892245413241093,0.000237410623851124,0.00672699081485669,"High vs Low","CNTNAP4",0.00672699081485669
"PIWIL2",1.04300364704234,0.174719850058165,0.000239910334354575,0.00678762806537509,"High vs Low","PIWIL2",0.00678762806537509
"SIX3",-1.40872725333535,-0.0511094680087769,0.000243361246736754,0.0068749552203133,"High vs Low","SIX3",0.0068749552203133
"CHERP",0.252830937591329,5.63735138935401,0.00024384825896516,0.00687841628539841,"High vs Low","CHERP",0.00687841628539841
"DLGAP3",0.789514249142758,0.35955944670031,0.000247651149626497,0.00697526096209198,"High vs Low","DLGAP3",0.00697526096209198
"FRAT2",0.372410760864829,4.25680583948632,0.000250824004764089,0.007051799874838,"High vs Low","FRAT2",0.007051799874838
"FUK",0.316436233589085,5.10259272385736,0.000251115972438723,0.007051799874838,"High vs Low","FUK",0.007051799874838
"PLA2G3",1.09529141504717,1.68499780297029,0.000255208062007126,0.00715606439544796,"High vs Low","PLA2G3",0.00715606439544796
"HSPA6",0.669348399392979,3.98690834900491,0.000256075365636547,0.00716973030404641,"High vs Low","HSPA6",0.00716973030404641
"POLE",0.348986791850949,5.59181014270471,0.000256756822555255,0.00717815999768922,"High vs Low","POLE",0.00717815999768922
"MYO1A",-0.98381037656264,0.435503567571248,0.000259431743748607,0.00724221366313604,"High vs Low","MYO1A",0.00724221366313604
"UNC5A",0.811399613226836,0.592380199201937,0.000260645113626026,0.00726533816726255,"High vs Low","UNC5A",0.00726533816726255
"NTS",-1.85778526819634,5.63706204935998,0.000264232305575048,0.00734480629876204,"High vs Low","NTS",0.00734480629876204
"PCK1",1.9473585674762,2.26595487334421,0.000264274467535341,0.00734480629876204,"High vs Low","PCK1",0.00734480629876204
"RP11.287D1.3",0.621704534127169,-1.93719984569117,0.000265269188657588,0.00736161008699609,"High vs Low","RP11.287D1.3",0.00736161008699609
"ECM1",0.790057948871044,6.57289428279353,0.000268848797728282,0.00744999362985376,"High vs Low","ECM1",0.00744999362985376
"BET1",-0.375642413145775,5.33058970413422,0.000272150424770212,0.00753042619624439,"High vs Low","BET1",0.00753042619624439
"ESRP2",0.348115877127818,6.48424203130643,0.000272673307450421,0.00753384770848741,"High vs Low","ESRP2",0.00753384770848741
"LGALS1",-0.574751808308309,8.19308144132915,0.000277062548008078,0.00764392886470824,"High vs Low","LGALS1",0.00764392886470824
"FGF21",-1.93628182145297,-2.62600002167748,0.000279079932165997,0.00768834656920369,"High vs Low","FGF21",0.00768834656920369
"OOEP",1.1604003082101,-1.25443462221797,0.00027978119403619,0.00769642990183227,"High vs Low","OOEP",0.00769642990183227
"SLC35G3",1.66145249875113,-4.00089229290014,0.000282512355257316,0.00776024840765766,"High vs Low","SLC35G3",0.00776024840765766
"KIF25",0.730374413840387,0.25515226404754,0.000283732703843763,0.00778244164859834,"High vs Low","KIF25",0.00778244164859834
"CRHR2",0.939571075160332,0.00772961655747193,0.000289985643278357,0.00794240794529155,"High vs Low","CRHR2",0.00794240794529155
"PPP2R3B",0.413843566009085,3.96596694461432,0.000291981662456131,0.00797955247076883,"High vs Low","PPP2R3B",0.00797955247076883
"ZNF732",0.868728197893366,-0.956047555979165,0.000292187523570625,0.00797955247076883,"High vs Low","ZNF732",0.00797955247076883
"TTC31",0.20775325306238,4.88363095488889,0.000293261020509659,0.0079972958353147,"High vs Low","TTC31",0.0079972958353147
"KLK4",1.13425827129621,-1.27366980831587,0.000295391561290983,0.00804377222672748,"High vs Low","KLK4",0.00804377222672748
"GPX3",-0.659826599882865,8.03875104469597,0.000296284217971383,0.0080564545782968,"High vs Low","GPX3",0.0080564545782968
"GABRB1",1.65453232393549,-2.71236035344071,0.000297775206975429,0.00807980469893503,"High vs Low","GABRB1",0.00807980469893503
"SLC13A5",-1.04248789865021,-0.171276866181929,0.000298091459716595,0.00807980469893503,"High vs Low","SLC13A5",0.00807980469893503
"CHI3L1",-0.785342944032837,7.64720169514449,0.000298799047786397,0.00807980469893503,"High vs Low","CHI3L1",0.00807980469893503
"KIR2DL1",-1.76153542191909,1.04669234862239,0.000298855581572606,0.00807980469893503,"High vs Low","KIR2DL1",0.00807980469893503
"ASB15",1.38770415815984,-4.09150620651616,0.000300950572706687,0.0081245293024863,"High vs Low","ASB15",0.0081245293024863
"SLC3A1",-0.789021390363807,-1.27122751347145,0.000301370913663315,0.0081245293024863,"High vs Low","SLC3A1",0.0081245293024863
"SLC10A2",2.0210374330387,1.26735355243737,0.000303045726380154,0.00815802553854478,"High vs Low","SLC10A2",0.00815802553854478
"CLPS",1.59517808185542,-2.25094889009444,0.000305596151256777,0.00821496434525161,"High vs Low","CLPS",0.00821496434525161
"HIST1H2AI",-1.0995155778765,0.572252428981724,0.000312483128712506,0.00838567510532315,"High vs Low","HIST1H2AI",0.00838567510532315
"GAL",-1.39437409521198,2.69186095089401,0.000312835317373086,0.00838567510532315,"High vs Low","GAL",0.00838567510532315
"RGMA",0.730735344165508,3.77532599983733,0.000315128423719443,0.00843062477126299,"High vs Low","RGMA",0.00843062477126299
"TM2D2",-0.294466055458567,5.69349211112944,0.000315405706560949,0.00843062477126299,"High vs Low","TM2D2",0.00843062477126299
"ZNRF1",0.299249380974812,5.10480301917275,0.000315957913383394,0.00843343958056299,"High vs Low","ZNRF1",0.00843343958056299
"CHD7",0.438171298813496,5.47039124242806,0.000319574149047808,0.00851791492469095,"High vs Low","CHD7",0.00851791492469095
"OLFM3",1.75413834705526,-2.46007873054259,0.000321666699116788,0.00856159700850905,"High vs Low","OLFM3",0.00856159700850905
"EDDM3A",1.22190023906053,-3.25915403500868,0.000326035386177936,0.00866483086146174,"High vs Low","EDDM3A",0.00866483086146174
"SPATA21",1.18062150013664,-2.13325916144773,0.000326473457658158,0.00866483086146174,"High vs Low","SPATA21",0.00866483086146174
"NPHS2",-1.34465311008534,-4.23335455803009,0.000326922768976777,0.00866483086146174,"High vs Low","NPHS2",0.00866483086146174
"HEPACAM2",1.51000543299545,2.37592025865439,0.000327941916541924,0.00867327867464928,"High vs Low","HEPACAM2",0.00867327867464928
"ZNF534",1.02729109010596,-2.02892093574257,0.000328499092987622,0.00867327867464928,"High vs Low","ZNF534",0.00867327867464928
"SYT14",-1.47360755375766,1.24548089641072,0.000328620330262002,0.00867327867464928,"High vs Low","SYT14",0.00867327867464928
"HAP1",0.955686209436076,0.863623557953461,0.000332221157640174,0.00874861117243773,"High vs Low","HAP1",0.00874861117243773
"CPNE7",0.757372940136363,3.48086031257398,0.000332401791671764,0.00874861117243773,"High vs Low","CPNE7",0.00874861117243773
"ACD",0.304788787260766,4.24607069996524,0.000338558862938873,0.00888661485491285,"High vs Low","ACD",0.00888661485491285
"OXCT2",0.688822627138502,-0.912113110284406,0.000338849275255379,0.00888661485491285,"High vs Low","OXCT2",0.00888661485491285
"GNG13",0.934642578032443,-2.22449414436837,0.000339057956416578,0.00888661485491285,"High vs Low","GNG13",0.00888661485491285
"DDX51",0.279925659607316,4.83994663626865,0.000340965102572406,0.00892420589548388,"High vs Low","DDX51",0.00892420589548388
"SPHKAP",-1.47689017303194,-2.59997646775659,0.000343828152323926,0.00898667737189033,"High vs Low","SPHKAP",0.00898667737189033
"SLC27A2",-0.614275914239735,4.00905976507893,0.000346546902832729,0.00904520968652341,"High vs Low","SLC27A2",0.00904520968652341
"CTD.3088G3.8",0.544041864659314,1.27025046672819,0.000348308293633459,0.00907243127529804,"High vs Low","CTD.3088G3.8",0.00907243127529804
"IGF1",-0.64804961824126,1.73968931098159,0.000348551357881992,0.00907243127529804,"High vs Low","IGF1",0.00907243127529804
"NCAM1",0.897372887401011,2.72650040088161,0.000351849035449336,0.00914565171895925,"High vs Low","NCAM1",0.00914565171895925
"GALNT9",0.890410302770333,-1.22106012210621,0.000354324500773873,0.00919732827249484,"High vs Low","GALNT9",0.00919732827249484
"CHRNA3",0.848432354677894,0.138027578287123,0.000355618532676889,0.00921088157412915,"High vs Low","CHRNA3",0.00921088157412915
"NPIPB5",0.601649667847528,1.73233654711127,0.00035582283225797,0.00921088157412915,"High vs Low","NPIPB5",0.00921088157412915
"XKR7",1.65034678426681,0.258841425731933,0.00035823569264249,0.00926063802172115,"High vs Low","XKR7",0.00926063802172115
"LMAN2L",-0.208683596474784,5.05650559626092,0.000360430404454152,0.0093046267612234,"High vs Low","LMAN2L",0.0093046267612234
"CT45A3",1.68260816120868,-4.37268016312622,0.000361128684207135,0.00930991721266781,"High vs Low","CT45A3",0.00930991721266781
"C19orf71",0.508915926321143,1.19597815157478,0.000361641429053493,0.00931041665439081,"High vs Low","C19orf71",0.00931041665439081
"MYL5",0.436249516228177,3.42003686905378,0.000362838052046551,0.00932849711194886,"High vs Low","MYL5",0.00932849711194886
"SLC1A2",0.755163855407836,1.78177131342594,0.000364219107681979,0.0093512636477097,"High vs Low","SLC1A2",0.0093512636477097
"PRR27",-1.96602798065401,-4.11788768698697,0.000366807141480855,0.0094049151723984,"High vs Low","PRR27",0.0094049151723984
"RHOT2",0.315644543250864,6.49027870926149,0.000369243086959867,0.0094545268575572,"High vs Low","RHOT2",0.0094545268575572
"PLA2R1",-0.426208256375395,3.36688436175738,0.000373589734352976,0.00955286162191735,"High vs Low","PLA2R1",0.00955286162191735
"RIMKLB",0.647040104817109,5.61816781458663,0.00037450798765644,0.00956338326801716,"High vs Low","RIMKLB",0.00956338326801716
"BMP8A",0.572060590077271,0.737441151826226,0.000376254005794919,0.00959498559912961,"High vs Low","BMP8A",0.00959498559912961
"RAPGEFL1",0.57201750941755,4.12090088688497,0.000381173278832812,0.00970731571505263,"High vs Low","RAPGEFL1",0.00970731571505263
"ART4",0.82934057881295,0.988767375492731,0.000382774584636019,0.00973495847259612,"High vs Low","ART4",0.00973495847259612
"DBH",0.648479065466229,0.0628894633932038,0.0003851884266158,0.00978316392821905,"High vs Low","DBH",0.00978316392821905
"GLI4",0.4022974581489,3.96080592130151,0.000385818852534815,0.00978600479325873,"High vs Low","GLI4",0.00978600479325873
"RLTPR",0.574580093525218,3.26685314747785,0.000390697952602051,0.00989645780342726,"High vs Low","RLTPR",0.00989645780342726
"IRX1",1.22037837430049,1.79056712758741,0.000393254565067164,0.00994786447370301,"High vs Low","IRX1",0.00994786447370301
"CPEB1",-0.660974776805956,0.342589180388133,0.000394841766348659,0.00997464387251076,"High vs Low","CPEB1",0.00997464387251076
"MFAP5",1.02290791715103,3.5466021971217,0.000398557759464617,0.0100550581268139,"High vs Low","MFAP5",0.0100550581268139
"HAUS8",0.299327597803246,3.18804626694609,0.000399765181668076,0.0100720543968735,"High vs Low","HAUS8",0.0100720543968735
"CEACAM8",1.28108669247135,-0.315546635894238,0.000403383191992856,0.0101419966961527,"High vs Low","CEACAM8",0.0101419966961527
"TONSL",0.447684139109373,4.74293016923921,0.00040361610507184,0.0101419966961527,"High vs Low","TONSL",0.0101419966961527
"CLDN11",-0.786455743836675,2.92764915227529,0.000406113611658387,0.0101911834649008,"High vs Low","CLDN11",0.0101911834649008
"TERT",0.870354896044138,0.278118086323815,0.000408760116305265,0.0102439736451483,"High vs Low","TERT",0.0102439736451483
"WFIKKN2",0.933892441100224,-1.52871396514723,0.000420105721949405,0.0105143436059778,"High vs Low","WFIKKN2",0.0105143436059778
"DHX16",0.212542244560831,5.88671378087287,0.000421213800347993,0.0105281134124066,"High vs Low","DHX16",0.0105281134124066
"PPIL2",0.252453435715153,6.06817026442467,0.000421784999175315,0.0105284453960812,"High vs Low","PPIL2",0.0105284453960812
"SNRPA",0.231734565638792,5.97308808223169,0.000422561113536433,0.0105338847735086,"High vs Low","SNRPA",0.0105338847735086
"PDE1B",0.549911913811842,2.60717976259872,0.000426966303918458,0.0106296584712998,"High vs Low","PDE1B",0.0106296584712998
"TBC1D3B",0.736232772223772,-2.33729677209658,0.000440579767585962,0.0109529925039468,"High vs Low","TBC1D3B",0.0109529925039468
"FBRSL1",0.305617457111265,6.1168175468174,0.000441114636373247,0.0109529925039468,"High vs Low","FBRSL1",0.0109529925039468
"EME2",0.464482696891653,4.12820271017521,0.000443105575358995,0.0109879701873845,"High vs Low","EME2",0.0109879701873845
"UPK2",0.880272398885216,-0.358613048706595,0.000455775455325924,0.0112873210202828,"High vs Low","UPK2",0.0112873210202828
"FTCD",1.02182554434613,0.274575692605188,0.000460447402961228,0.0113880772493858,"High vs Low","FTCD",0.0113880772493858
"ZFP42",1.68267328842122,1.05237973627619,0.000466243660444349,0.0115163404662897,"High vs Low","ZFP42",0.0115163404662897
"GRIK3",1.25137388193293,1.43353454683598,0.000471748217642243,0.0116370726995121,"High vs Low","GRIK3",0.0116370726995121
"NLRP10",1.7407208298561,-3.91704860726557,0.000480967433377138,0.0118490031791906,"High vs Low","NLRP10",0.0118490031791906
"HPDL",0.796859644611975,1.30750712525413,0.000485242720758921,0.0119387423512928,"High vs Low","HPDL",0.0119387423512928
"OR6K3",1.26081773297137,-4.0769355648626,0.000488566415138871,0.0120048656511532,"High vs Low","OR6K3",0.0120048656511532
"MOV10L1",0.688179847810595,-0.00532505296587914,0.000494430610125568,0.0121218774032146,"High vs Low","MOV10L1",0.0121218774032146
