"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"C2orf71",-0.507627891607015,-1.53184518485436,0.0940768184408708,0.370465374792435,"High vs Low","C2orf71",0.370465374792435
"YDJC",0.176584248638971,4.72004097868494,0.094076966514295,0.370465374792435,"High vs Low","YDJC",0.370465374792435
"HMG20B",0.128298428165781,6.08854829123842,0.0941026752417621,0.370465374792435,"High vs Low","HMG20B",0.370465374792435
"NBPF19",0.173709732651962,3.08666546165243,0.0941111304069489,0.370465374792435,"High vs Low","NBPF19",0.370465374792435
"HRH1",-0.175684312591517,3.89830828145918,0.0941263283970327,0.370465374792435,"High vs Low","HRH1",0.370465374792435
"PLD4",-0.290687269647705,2.87449184469454,0.094132874364354,0.370465374792435,"High vs Low","PLD4",0.370465374792435
"FAM122A",-0.0974274753233255,4.43687021341276,0.0941817315945884,0.370580370500725,"High vs Low","FAM122A",0.370580370500725
"AADAT",0.262655404795471,2.86292291721288,0.0942743678988094,0.37086754150895,"High vs Low","AADAT",0.37086754150895
"MYL6B",0.161470425353373,5.202835671996,0.0944378531179906,0.371414495953243,"High vs Low","MYL6B",0.371414495953243
"RP11.249C24.12",0.533821769410141,-3.5846164574062,0.0944527670011984,0.371414495953243,"High vs Low","RP11.249C24.12",0.371414495953243
"INHBB",0.329042879606002,5.1060486200084,0.0945153317701685,0.371509089268956,"High vs Low","INHBB",0.371509089268956
"ZACN",0.189177154901396,-0.689922920150611,0.0945161961517808,0.371509089268956,"High vs Low","ZACN",0.371509089268956
"MAPK8IP2",0.331610657897695,3.60037662887766,0.0945476315676465,0.371527213317814,"High vs Low","MAPK8IP2",0.371527213317814
"RNF44",0.12050407683546,6.28097121062982,0.09457040404742,0.371527213317814,"High vs Low","RNF44",0.371527213317814
"CTPS2",-0.118088968987471,5.0872613532772,0.0945921511430115,0.371527213317814,"High vs Low","CTPS2",0.371527213317814
"AARS",0.137753232662887,7.57262901426094,0.0946016156621576,0.371527213317814,"High vs Low","AARS",0.371527213317814
"IFNAR2",-0.149473453377171,5.16097948739797,0.0946306033927483,0.371527213317814,"High vs Low","IFNAR2",0.371527213317814
"SCTR",-0.435270046885995,4.7458431874381,0.0946484307228447,0.371527213317814,"High vs Low","SCTR",0.371527213317814
"SPINK2",-0.417855296282607,0.472038424298688,0.0946586212512347,0.371527213317814,"High vs Low","SPINK2",0.371527213317814
"LRRC45",0.164456598154866,5.02353804221765,0.0947554990679015,0.371830114974084,"High vs Low","LRRC45",0.371830114974084
"ATP6V1E1",-0.109683967035348,6.94395237010033,0.0948290403531675,0.371878693590314,"High vs Low","ATP6V1E1",0.371878693590314
"VGLL1",0.536312728781583,2.02990197737427,0.0948370750007942,0.371878693590314,"High vs Low","VGLL1",0.371878693590314
"PPP1R3D",-0.142004903545482,4.03838179417665,0.0948371969124987,0.371878693590314,"High vs Low","PPP1R3D",0.371878693590314
"VCX2",0.640236893845565,-4.0538368804223,0.0948477198260622,0.371878693590314,"High vs Low","VCX2",0.371878693590314
"DGCR14",0.121988032791192,4.44523981574902,0.0948664104151222,0.371878693590314,"High vs Low","DGCR14",0.371878693590314
"ZBTB14",-0.0867711149156841,4.24478709129225,0.0949175642130042,0.372001942733874,"High vs Low","ZBTB14",0.372001942733874
"SMIM3",-0.20843962788622,4.90039516790398,0.0949565569192581,0.372077488709161,"High vs Low","SMIM3",0.372077488709161
"CRYZL1",-0.116521732810296,4.19800545157722,0.0949945004020889,0.372077961745721,"High vs Low","CRYZL1",0.372077961745721
"FGF2",0.275100430193965,2.15670817534061,0.0949961114774461,0.372077961745721,"High vs Low","FGF2",0.372077961745721
"GSTT2B",0.305417543036075,1.32966039707692,0.0950280308020037,0.372125745852793,"High vs Low","GSTT2B",0.372125745852793
"ARSI",-0.23604188667423,2.19081892347642,0.0951876270901516,0.372673383987189,"High vs Low","ARSI",0.372673383987189
"ZNF823",-0.152091944926887,2.54102396331446,0.0952252059335641,0.372743178007112,"High vs Low","ZNF823",0.372743178007112
"TM6SF1",-0.217864995548737,2.08746265874894,0.0952838908193763,0.372800304942103,"High vs Low","TM6SF1",0.372800304942103
"USP11",0.128672384291529,6.42615720673482,0.0952986099108249,0.372800304942103,"High vs Low","USP11",0.372800304942103
"GNB1L",0.179026510344452,2.8389674881423,0.095299065817429,0.372800304942103,"High vs Low","GNB1L",0.372800304942103
"RBM42",0.156691283974643,6.43084265112498,0.0953876979036974,0.373069688526564,"High vs Low","RBM42",0.373069688526564
"JAKMIP2",0.322604980680299,1.81096917830713,0.0954530112442875,0.373223646459996,"High vs Low","JAKMIP2",0.373223646459996
"CHAC2",-0.218377012843009,2.19959206755922,0.0954666176388321,0.373223646459996,"High vs Low","CHAC2",0.373223646459996
"CLEC16A",0.126162502376162,5.67922418171831,0.0954916493457276,0.373244182850709,"High vs Low","CLEC16A",0.373244182850709
"ZMAT3",-0.153245535740144,5.13341483212785,0.0956037930815259,0.373597348509974,"High vs Low","ZMAT3",0.373597348509974
"FAM195B",0.149808577191811,6.22666484956713,0.0956402982638582,0.373597348509974,"High vs Low","FAM195B",0.373597348509974
"NPIPB11",0.347730087650035,0.526602934836868,0.0956612774209472,0.373597348509974,"High vs Low","NPIPB11",0.373597348509974
"CCL15",0.507688837627057,-0.931448163367372,0.0956790571901215,0.373597348509974,"High vs Low","CCL15",0.373597348509974
"ST13",-0.109796033224123,7.79418742772765,0.0956809912219121,0.373597348509974,"High vs Low","ST13",0.373597348509974
"MYL4",0.250227495745346,-1.4594278592068,0.0957410747988326,0.373754617817288,"High vs Low","MYL4",0.373754617817288
"RWDD2A",-0.143467787605322,3.31670698668252,0.0958144427332204,0.373963670903537,"High vs Low","RWDD2A",0.373963670903537
"VPS45",0.11261483315397,5.70571798917618,0.0958531149610796,0.374037248227985,"High vs Low","VPS45",0.374037248227985
"CCNT2",-0.0956734953108851,5.68233203773316,0.0959272268420999,0.374249058866501,"High vs Low","CCNT2",0.374249058866501
"ADAD1",-0.792882921844232,-4.36399906788032,0.096073486079867,0.374742198390486,"High vs Low","ADAD1",0.374742198390486
"FAM181A",-0.535875738753082,0.0143138267131011,0.0961125587495667,0.374815546575069,"High vs Low","FAM181A",0.374815546575069
"MFSD1",-0.122751455854343,6.52778350896339,0.096132014489075,0.374815546575069,"High vs Low","MFSD1",0.374815546575069
"DOC2A",-0.432268640808291,2.0775701673146,0.0961681927732482,0.374830079146788,"High vs Low","DOC2A",0.374830079146788
"PYDC1",0.585791572322828,-3.06856846746774,0.0961754672899553,0.374830079146788,"High vs Low","PYDC1",0.374830079146788
"OR7D2",0.513731556528918,-2.44317659688902,0.0962125362470549,0.374897123997145,"High vs Low","OR7D2",0.374897123997145
"ERLIN2",-0.166274629688631,6.39216978343737,0.0962542277913201,0.374965903464369,"High vs Low","ERLIN2",0.374965903464369
"NPR3",-0.269406319377355,4.53030724915708,0.0962699275229117,0.374965903464369,"High vs Low","NPR3",0.374965903464369
"NCBP2",-0.114662409666077,6.56265854496028,0.0963886659248773,0.375323073980403,"High vs Low","NCBP2",0.375323073980403
"GRWD1",0.104585144676441,5.42644946168431,0.0964014063686615,0.375323073980403,"High vs Low","GRWD1",0.375323073980403
"FBXO8",-0.117743004707215,4.38643435462602,0.0964939303312494,0.375605808432551,"High vs Low","FBXO8",0.375605808432551
"UTS2",-0.43469120966535,-0.658768002815234,0.0966128675773101,0.3759314267081,"High vs Low","UTS2",0.3759314267081
"LIME1",0.247826124493139,1.87983513584034,0.096617424595108,0.3759314267081,"High vs Low","LIME1",0.3759314267081
"ZNF177",-0.392542734544152,-3.58983974562388,0.0966480087342698,0.37595772655737,"High vs Low","ZNF177",0.37595772655737
"MRPL1",-0.148005409173094,4.42356256208437,0.0966640288938774,0.37595772655737,"High vs Low","MRPL1",0.37595772655737
"SUGP2",0.125031721960498,5.58282424251724,0.0966919014045942,0.3759863311813,"High vs Low","SUGP2",0.3759863311813
"C11orf85",0.538754412694159,-0.138099334234204,0.0967290065417551,0.3759863311813,"High vs Low","C11orf85",0.3759863311813
"RAD21L1",-0.526276668606717,-3.26811092211985,0.0967311556295487,0.3759863311813,"High vs Low","RAD21L1",0.3759863311813
"SLC35E1",-0.11352742042979,6.56945559000204,0.0967777377952806,0.376089927910779,"High vs Low","SLC35E1",0.376089927910779
"RAP1A",-0.11204611342097,6.39019137770776,0.0968808427515181,0.376376695828844,"High vs Low","RAP1A",0.376376695828844
"CRYZ",-0.193549089571692,5.92154969298052,0.096900741021285,0.376376695828844,"High vs Low","CRYZ",0.376376695828844
"SSX2",0.792775307558866,-4.43942671779071,0.0969435634990292,0.376376695828844,"High vs Low","SSX2",0.376376695828844
"LMAN1",-0.145020417315543,7.77562238911108,0.0969463867143931,0.376376695828844,"High vs Low","LMAN1",0.376376695828844
"GABRE",-0.349043155581514,5.00083364780007,0.0969512542220344,0.376376695828844,"High vs Low","GABRE",0.376376695828844
"AMACR",0.251981841257103,3.35329482484761,0.0969968931288153,0.376476423330702,"High vs Low","AMACR",0.376476423330702
"EPC2",-0.10195651126111,5.11668808764353,0.0970989454762275,0.376795023664793,"High vs Low","EPC2",0.376795023664793
"CMTM2",0.242695992561033,-1.07160898244335,0.0971733165142659,0.377006097027284,"High vs Low","CMTM2",0.377006097027284
"C20orf27",0.141400812532315,5.00632467134935,0.0972140128547735,0.377086461784672,"High vs Low","C20orf27",0.377086461784672
"FABP12",-0.724682338734548,-4.10526238203531,0.0972487360664579,0.377136760147674,"High vs Low","FABP12",0.377136760147674
"RELL2",0.221617291863076,1.31182320480169,0.0972669499040182,0.377136760147674,"High vs Low","RELL2",0.377136760147674
"EFNA5",0.247900359513376,5.30971265197369,0.0973344418953385,0.377319899520501,"High vs Low","EFNA5",0.377319899520501
"SPATA12",-0.243389097599704,-0.366593605818023,0.0973924933940199,0.377319899520501,"High vs Low","SPATA12",0.377319899520501
"RANBP2",-0.104132656001221,6.95569700991101,0.0974046105025643,0.377319899520501,"High vs Low","RANBP2",0.377319899520501
"PSMC1",-0.1174192727069,4.31478860549073,0.0974484290986318,0.377319899520501,"High vs Low","PSMC1",0.377319899520501
"CD200",0.182715451804469,3.38141500679884,0.0974636140940504,0.377319899520501,"High vs Low","CD200",0.377319899520501
"LIPA",-0.20171271213253,7.4293063193641,0.0974781487571914,0.377319899520501,"High vs Low","LIPA",0.377319899520501
"PYGO2",0.112658148465348,6.48146537190131,0.0974812677375225,0.377319899520501,"High vs Low","PYGO2",0.377319899520501
"UNC13A",0.49055618595437,2.28661434084526,0.0974933606060617,0.377319899520501,"High vs Low","UNC13A",0.377319899520501
"GFAP",-0.416900209500901,0.279023504881086,0.0974941354492059,0.377319899520501,"High vs Low","GFAP",0.377319899520501
"CDC45",0.272066224403005,3.60273615427236,0.0975315656229104,0.377349986136554,"High vs Low","CDC45",0.377349986136554
"TFPT",0.14517707323261,4.03371678872758,0.097541901985804,0.377349986136554,"High vs Low","TFPT",0.377349986136554
"RP11.514O12.4",-0.259850966066617,-1.33805540693924,0.0976045256906759,0.377514860485498,"High vs Low","RP11.514O12.4",0.377514860485498
"EZH2",0.20542624049064,4.60734703290393,0.0976572732688882,0.377527919962336,"High vs Low","EZH2",0.377527919962336
"ABCC4",-0.243003762181892,5.63567664324411,0.0976672537038541,0.377527919962336,"High vs Low","ABCC4",0.377527919962336
"IKZF4",0.142427693176881,4.25872501885261,0.0976679193077276,0.377527919962336,"High vs Low","IKZF4",0.377527919962336
"SLA2",0.231007764336194,2.38643357386686,0.0977084659821107,0.377607303204672,"High vs Low","SLA2",0.377607303204672
"NMRAL1",0.130533090730177,5.70813188725176,0.0977415887998658,0.377657969337074,"High vs Low","NMRAL1",0.377657969337074
"PLCG1",0.132318937516944,6.44907993578446,0.097907613870378,0.378222022793839,"High vs Low","PLCG1",0.378222022793839
"SGCZ",-0.871291157128881,-3.61608182283145,0.0979672240372675,0.378278183224004,"High vs Low","SGCZ",0.378278183224004
"COL4A2",0.192675152743697,8.94896406172415,0.0980045031686898,0.378278183224004,"High vs Low","COL4A2",0.378278183224004
"YJEFN3",0.278096511596564,1.82976523314133,0.098008818341945,0.378278183224004,"High vs Low","YJEFN3",0.378278183224004
"MGLL",-0.219670884800769,7.85186999040939,0.09801122217159,0.378278183224004,"High vs Low","MGLL",0.378278183224004
"SOSTDC1",-0.511189539779139,1.69749053355842,0.0980223790983722,0.378278183224004,"High vs Low","SOSTDC1",0.378278183224004
"TCOF1",0.126490964016588,6.08322040220778,0.0981051310161339,0.3785201241884,"High vs Low","TCOF1",0.3785201241884
"POU4F1",0.548353890413711,0.382997794042865,0.0981498962313344,0.378615431680603,"High vs Low","POU4F1",0.378615431680603
"PHYHD1",0.316755648640501,4.46002355511801,0.0981702982397524,0.378616737805511,"High vs Low","PHYHD1",0.378616737805511
"PARP16",-0.117786598787931,3.85141333934766,0.0982094455573372,0.378671219949838,"High vs Low","PARP16",0.378671219949838
"ADGB",-0.511503568440498,-0.0825229505908753,0.098224557344839,0.378671219949838,"High vs Low","ADGB",0.378671219949838
"TP53I3",0.209094430014976,5.58811206791337,0.098292172921095,0.378854492482431,"High vs Low","TP53I3",0.378854492482431
"CCDC120",0.137536139543672,4.79145717481889,0.098342933525121,0.378899178278073,"High vs Low","CCDC120",0.378899178278073
"TMEM232",-0.384265780028758,0.940642345688121,0.0983439232264323,0.378899178278073,"High vs Low","TMEM232",0.378899178278073
"DNAJC11",0.0988210883450974,5.1053117388299,0.0984827466525732,0.379332788593575,"High vs Low","DNAJC11",0.379332788593575
"FAM9B",0.722410555538509,-0.734429698083156,0.0984966702405022,0.379332788593575,"High vs Low","FAM9B",0.379332788593575
"GABARAPL1",0.188633363779588,6.31065513228325,0.0985755576561035,0.379559140691355,"High vs Low","GABARAPL1",0.379559140691355
"FBXL6",0.178027736585791,4.84454049646181,0.0986197196209907,0.379617448958382,"High vs Low","FBXL6",0.379617448958382
"GOT1",-0.18251473401739,5.98415959535857,0.0986309338266624,0.379617448958382,"High vs Low","GOT1",0.379617448958382
"TCEAL8",-0.132735055984466,5.71012711389976,0.0986610057614547,0.37965575850824,"High vs Low","TCEAL8",0.37965575850824
"CFC1",-0.776564924427712,-4.2764712188724,0.0986881655950091,0.379682848714254,"High vs Low","CFC1",0.379682848714254
"CDHR5",-0.567664950472987,1.59299572634832,0.0987749057387587,0.37987382093487,"High vs Low","CDHR5",0.37987382093487
"PARP4",-0.13115992775859,6.8239122335303,0.0987910789965015,0.37987382093487,"High vs Low","PARP4",0.37987382093487
"AEBP2",-0.149722200923386,5.41338975960046,0.0988158788766646,0.37987382093487,"High vs Low","AEBP2",0.37987382093487
"SLC18B1",0.160514625179912,4.39654635311517,0.0988183237226048,0.37987382093487,"High vs Low","SLC18B1",0.37987382093487
"CDC37",0.115770559149641,7.31286627199122,0.09887493319727,0.379973672063167,"High vs Low","CDC37",0.379973672063167
"KRTAP3.2",0.679877301059372,-4.18367662877032,0.0989187938615804,0.379973672063167,"High vs Low","KRTAP3.2",0.379973672063167
"TMBIM4",-0.158899633402743,5.97770687696278,0.0989203338643264,0.379973672063167,"High vs Low","TMBIM4",0.379973672063167
"TNFRSF25",0.233007826358269,4.31254656996731,0.0989248397459773,0.379973672063167,"High vs Low","TNFRSF25",0.379973672063167
"RPE",-0.128927473956184,5.44227045530924,0.0990093742700569,0.380177699888016,"High vs Low","RPE",0.380177699888016
"SEMA6C",0.231216059032496,3.70442307489762,0.0990182499575857,0.380177699888016,"High vs Low","SEMA6C",0.380177699888016
"RP11.546B8.6",0.66441194458421,-4.36666429767858,0.099111645806008,0.380458882832623,"High vs Low","RP11.546B8.6",0.380458882832623
"HAGHL",0.255051466537106,3.11164998012692,0.099139241228093,0.380487415337674,"High vs Low","HAGHL",0.380487415337674
"PEAR1",0.213348161057221,3.01192447434972,0.0992027012424853,0.380651297885993,"High vs Low","PEAR1",0.380651297885993
"KBTBD7",-0.132894656442798,3.57273101489534,0.0992222846855597,0.380651297885993,"High vs Low","KBTBD7",0.380651297885993
"RGS22",-0.382960651691959,1.19221597973373,0.0992543403591157,0.380696881487169,"High vs Low","RGS22",0.380696881487169
"POLB",-0.193865678676062,5.04039947085893,0.0992948333425499,0.380706515155747,"High vs Low","POLB",0.380706515155747
"ZNF680",-0.175828430939359,4.13260899009892,0.0993003707320944,0.380706515155747,"High vs Low","ZNF680",0.380706515155747
"LYSMD1",0.168217020785883,3.78075361999072,0.0993173744958794,0.380706515155747,"High vs Low","LYSMD1",0.380706515155747
"ZNF431",-0.187386768186487,4.88588061338216,0.0993586359119518,0.380779602965844,"High vs Low","ZNF431",0.380779602965844
"EWSR1",0.0902365464333569,7.89294151271187,0.0993767974461758,0.380779602965844,"High vs Low","EWSR1",0.380779602965844
"FBXL8",0.211039607882126,3.51223245570582,0.0994312699958542,0.380910981748227,"High vs Low","FBXL8",0.380910981748227
"ICK",-0.140735641849924,5.27023398379386,0.0995509776436671,0.381292165438125,"High vs Low","ICK",0.381292165438125
"POU3F1",-0.364717934182278,-0.597726012172079,0.0995716482992007,0.381293947860028,"High vs Low","POU3F1",0.381293947860028
"RGS16",0.232144702986825,5.24788412150801,0.0996347435807608,0.381396581981511,"High vs Low","RGS16",0.381396581981511
"GABRP",-0.565659476943659,3.56490653967953,0.0996579349689091,0.381396581981511,"High vs Low","GABRP",0.381396581981511
"SUPT4H1",-0.117677887780069,6.19034296294876,0.0996593288241097,0.381396581981511,"High vs Low","SUPT4H1",0.381396581981511
"GJA9",-0.307387105218722,-3.40260056242164,0.0996792932188443,0.381396581981511,"High vs Low","GJA9",0.381396581981511
"TIMM13",0.153243559774203,5.63477609321826,0.0999990008338778,0.382340722360799,"High vs Low","TIMM13",0.382340722360799
"SLC10A5",-0.232798870087519,0.108649556063033,0.100023135900904,0.382340722360799,"High vs Low","SLC10A5",0.382340722360799
"PDE4DIP",-0.130725012675182,6.36572278152066,0.10002979402315,0.382340722360799,"High vs Low","PDE4DIP",0.382340722360799
"CSPP1",0.157469568888175,4.2416657107412,0.100035653161135,0.382340722360799,"High vs Low","CSPP1",0.382340722360799
"TSPAN3",-0.149688526615114,8.58636398804667,0.100043442517414,0.382340722360799,"High vs Low","TSPAN3",0.382340722360799
"MRGPRX4",0.591608572240008,-4.43289766189579,0.10004761205117,0.382340722360799,"High vs Low","MRGPRX4",0.382340722360799
"EMILIN1",0.206363473268371,6.70887477180515,0.100085075865416,0.382406452046217,"High vs Low","EMILIN1",0.382406452046217
"ANKRD63",-0.552300372447982,-4.00472946839812,0.100252712064152,0.382814228403358,"High vs Low","ANKRD63",0.382814228403358
"HDAC9",-0.277600732026059,3.74736940559669,0.100254470393166,0.382814228403358,"High vs Low","HDAC9",0.382814228403358
"DEF8",0.118176214338117,5.66522413177583,0.100271208090836,0.382814228403358,"High vs Low","DEF8",0.382814228403358
"SPATA6L",-0.235379370959012,2.4454056892169,0.10027294425297,0.382814228403358,"High vs Low","SPATA6L",0.382814228403358
"MYL9",0.190437747872546,7.49364796390912,0.100319354234233,0.382841935812107,"High vs Low","MYL9",0.382841935812107
"ADH5",-0.13637602295828,7.04471837550071,0.10033808422409,0.382841935812107,"High vs Low","ADH5",0.382841935812107
"CCDC67",0.375529646055128,0.20663513806509,0.100341063776519,0.382841935812107,"High vs Low","CCDC67",0.382841935812107
"VKORC1L1",-0.142107115227275,6.8713996180229,0.100379802643514,0.382912321747676,"High vs Low","VKORC1L1",0.382912321747676
"DTD2",-0.164444076803805,4.30419821808369,0.100474000634068,0.3831941927982,"High vs Low","DTD2",0.3831941927982
"CPSF2",-0.110812528620213,6.21388412158316,0.100499198441845,0.383198818975792,"High vs Low","CPSF2",0.383198818975792
"KRTAP10.1",-0.696022516677321,-4.4929506496111,0.100528577570887,0.383198818975792,"High vs Low","KRTAP10.1",0.383198818975792
"NGRN",0.133478497263933,5.40717108568742,0.100536132306139,0.383198818975792,"High vs Low","NGRN",0.383198818975792
"HEBP1",-0.129311284907186,5.37180049783343,0.100663894568103,0.383599771035733,"High vs Low","HEBP1",0.383599771035733
"WDR62",0.279334408334329,4.08185084922152,0.100681981131895,0.383599771035733,"High vs Low","WDR62",0.383599771035733
"IHH",-0.52205947261098,0.454834656550922,0.100772328690373,0.383866494694392,"High vs Low","IHH",0.383866494694392
"CD63",-0.155242928134698,10.0169427493867,0.100965653282538,0.384525296285524,"High vs Low","CD63",0.384525296285524
"ATP13A4",-0.386388990111855,5.45716887687753,0.100994551022202,0.384546939362515,"High vs Low","ATP13A4",0.384546939362515
"NWD2",0.684801543363373,-3.48745103627571,0.101056746465531,0.384546939362515,"High vs Low","NWD2",0.384546939362515
"EEF1D",0.135365743776845,7.37099926827222,0.101060408252029,0.384546939362515,"High vs Low","EEF1D",0.384546939362515
"MED27",0.168104244655017,4.27481516568672,0.101076976914438,0.384546939362515,"High vs Low","MED27",0.384546939362515
"CSNK2B",0.122300903345767,5.85256991755117,0.101077231863356,0.384546939362515,"High vs Low","CSNK2B",0.384546939362515
"BBS12",-0.154643568181443,2.41946857220887,0.101093602150254,0.384546939362515,"High vs Low","BBS12",0.384546939362515
"OR5AN1",-0.821765059107074,-4.46155612720282,0.101172343120121,0.384768901051957,"High vs Low","OR5AN1",0.384768901051957
"AGPS",-0.111443291296314,6.00682210893522,0.101196065810664,0.384781575239379,"High vs Low","AGPS",0.384781575239379
"COPB2",-0.113510504069767,7.76487373019816,0.10124982062233,0.384908413570507,"High vs Low","COPB2",0.384908413570507
"ZBTB1",-0.0951694567290705,5.27396691952246,0.101283469336237,0.384958100226248,"High vs Low","ZBTB1",0.384958100226248
"KRBA1",0.150848410591957,3.4068029347208,0.101303689561949,0.384958100226248,"High vs Low","KRBA1",0.384958100226248
"PCDHGA7",0.287406639666118,0.418833271375684,0.101380203759719,0.385171295580766,"High vs Low","PCDHGA7",0.385171295580766
"ARPC5",-0.130145437459746,7.96431744832263,0.101416465078253,0.38523150412474,"High vs Low","ARPC5",0.38523150412474
"ZBTB9",0.279215494963232,-3.47796256167602,0.10154767491937,0.385625280981688,"High vs Low","ZBTB9",0.385625280981688
"SLC2A6",0.201622084461759,3.57741027773924,0.101561000820253,0.385625280981688,"High vs Low","SLC2A6",0.385625280981688
"EPB41L5",-0.169627632649569,5.8209121758703,0.101583508789618,0.385633151150448,"High vs Low","EPB41L5",0.385633151150448
"WAPAL",-0.0963981867279839,6.04322826376072,0.101636023486707,0.385754907324546,"High vs Low","WAPAL",0.385754907324546
"RSRC1",-0.134294523390579,4.60245720246105,0.101665511673106,0.385789236031204,"High vs Low","RSRC1",0.385789236031204
"USP33",-0.0972222565046574,5.99629795265894,0.101707469924493,0.385861515183766,"High vs Low","USP33",0.385861515183766
"OAF",0.17886634770802,4.28099732946347,0.101743144869644,0.385861515183766,"High vs Low","OAF",0.385861515183766
"TMEM218",-0.13707373702226,4.08841151989053,0.101745901094506,0.385861515183766,"High vs Low","TMEM218",0.385861515183766
"SRD5A3",-0.236962605177673,6.50230590785625,0.101827055381453,0.386085164240712,"High vs Low","SRD5A3",0.386085164240712
"FAM154A",-0.319410001990155,-3.01496116306754,0.101854027599472,0.386085164240712,"High vs Low","FAM154A",0.386085164240712
"DLG3",-0.118474023474831,6.19013718502312,0.101866251536988,0.386085164240712,"High vs Low","DLG3",0.386085164240712
"TMEM106C",-0.184818659328277,6.44805588225464,0.101938835659468,0.386282684283097,"High vs Low","TMEM106C",0.386282684283097
"NUP37",-0.154449239979837,4.46307021952925,0.102070928957283,0.386705581279438,"High vs Low","NUP37",0.386705581279438
"RP11.545J16.1",-0.715983752839296,-3.02393619204127,0.102142829391026,0.38681490454749,"High vs Low","RP11.545J16.1",0.38681490454749
"PAM",-0.185264448809054,8.09857949931042,0.102158766460729,0.38681490454749,"High vs Low","PAM",0.38681490454749
"DBN1",0.171363155253094,6.88850686381648,0.102161278377653,0.38681490454749,"High vs Low","DBN1",0.38681490454749
"NDUFA5",-0.109551757310522,6.03199519656052,0.102186874500735,0.386834204353737,"High vs Low","NDUFA5",0.386834204353737
"C17orf50",-0.365421391807724,-1.53013665272995,0.102213190698212,0.386856221754102,"High vs Low","C17orf50",0.386856221754102
"FAM154B",-0.371488608267562,2.10915333546469,0.102233886234391,0.386856961525807,"High vs Low","FAM154B",0.386856961525807
"MGAT5",-0.152626056626303,6.61282139336436,0.102260915587237,0.38687924276247,"High vs Low","MGAT5",0.38687924276247
"KDM4B",0.114203279494841,5.62345993100855,0.102283760010219,0.38687924276247,"High vs Low","KDM4B",0.38687924276247
"FAM160A1",-0.198760530092531,2.85048815870365,0.102311528711026,0.38687924276247,"High vs Low","FAM160A1",0.38687924276247
"NEK1",-0.133743923787067,3.78985260992555,0.102354497755391,0.38687924276247,"High vs Low","NEK1",0.38687924276247
"ARHGEF12",-0.131571233299666,7.75543474814663,0.102373621440956,0.38687924276247,"High vs Low","ARHGEF12",0.38687924276247
"BAG1",-0.177636190193693,6.66797310936984,0.102375839378327,0.38687924276247,"High vs Low","BAG1",0.38687924276247
"MC4R",0.44653427566746,-2.42914185863799,0.102406289859803,0.38687924276247,"High vs Low","MC4R",0.38687924276247
"APOM",-0.229008160972746,1.26072946511364,0.102413915686099,0.38687924276247,"High vs Low","APOM",0.38687924276247
"ZNF625",-0.226825783039134,-1.63134359482623,0.102424285774008,0.38687924276247,"High vs Low","ZNF625",0.38687924276247
"FAM24A",0.5442102000234,-4.50883563419188,0.102452385243155,0.386907937147005,"High vs Low","FAM24A",0.386907937147005
"GAL3ST3",0.574729812640497,-3.09245577874203,0.102500438125361,0.38701195835608,"High vs Low","GAL3ST3",0.38701195835608
"FAM131C",0.463425545985549,-1.06346387890853,0.102547594037449,0.387112551926525,"High vs Low","FAM131C",0.387112551926525
"SERPINA11",0.665639398173131,-2.51463454753564,0.102628532994128,0.387340609226438,"High vs Low","SERPINA11",0.387340609226438
"GPR33",-0.501755458017888,-3.34332086833374,0.102692466330434,0.387504405543215,"High vs Low","GPR33",0.387504405543215
"ZNF418",0.250016716651232,1.97966062213522,0.10274722785431,0.387633533954157,"High vs Low","ZNF418",0.387633533954157
"USPL1",-0.100539296720247,4.48366238729947,0.10281833110604,0.387769285361499,"High vs Low","USPL1",0.387769285361499
"RPS6",-0.206521607112885,10.7434423442004,0.102824307347196,0.387769285361499,"High vs Low","RPS6",0.387769285361499
"DZIP3",-0.148746938142331,4.31771288233732,0.102859671267275,0.387825146150799,"High vs Low","DZIP3",0.387825146150799
"AMOTL2",0.1697679551071,6.26109899978896,0.102880237946998,0.387825203814983,"High vs Low","AMOTL2",0.387825203814983
"LRRC34",-0.219997097856839,1.72914881521601,0.102906164292878,0.387845461627901,"High vs Low","LRRC34",0.387845461627901
"MAS1",-0.478631654953574,-3.69128404353176,0.102943454888731,0.387862820276958,"High vs Low","MAS1",0.387862820276958
"KLHL33",-0.323975373592624,-2.57918891834431,0.10295187678275,0.387862820276958,"High vs Low","KLHL33",0.387862820276958
"PXMP4",0.241308308876659,5.60261312606282,0.103102884297647,0.388354197521138,"High vs Low","PXMP4",0.388354197521138
"SBK3",0.32109321406835,-1.10440569705364,0.103144797294744,0.388434537966298,"High vs Low","SBK3",0.388434537966298
"PPP1CC",-0.114593424582286,7.17626370829882,0.103166548959989,0.388438935639256,"High vs Low","PPP1CC",0.388438935639256
"IL22RA1",-0.385201840340739,1.93316669712585,0.103205488853039,0.388483786515985,"High vs Low","IL22RA1",0.388483786515985
"CALN1",0.658513635309867,-2.02408953861516,0.103219633596055,0.388483786515985,"High vs Low","CALN1",0.388483786515985
"CNGA4",-0.412989511247803,0.0890381006080449,0.103268748079867,0.388591135596246,"High vs Low","CNGA4",0.388591135596246
"HSPE1.MOB4",-0.295674461751912,-3.32990493363418,0.103302291812779,0.388639862200749,"High vs Low","HSPE1.MOB4",0.388639862200749
