"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","group","genesymbol","adj.P.Val"
"C1orf167",2.603498761343,0.244862762596835,0.208026603077723,1.17707427306953,0.23916586257524,0.601880289930224,0.169725933518115,"High vs Low","C1orf167",0.601880289930224
"TTC34",49.7855464212008,-0.107174444573648,0.174032356456244,-0.615830565970613,0.53800635165222,0.813862481427828,-0.0742876640843023,"High vs Low","TTC34",0.813862481427828
"ATAD3C",678.738247317272,0.233066383190344,0.15751107127361,1.4796825474286,0.138957985330765,0.480930954460292,0.161549306391691,"High vs Low","ATAD3C",0.480930954460292
"IFI30",145.762243791055,0.0766438447785736,0.132400279957761,0.578879778826939,0.562670295329456,0.826398821767324,0.0531254649155423,"High vs Low","IFI30",0.826398821767324
"IGSF23",5.04126828454263,0.325443455692553,0.212110947875739,1.53430767695785,0.124953977994363,0.460440938416044,0.225580213744978,"High vs Low","IGSF23",0.460440938416044
"CCDC7",87.8940018650243,-0.0258349556105712,0.0960159872030081,-0.269069311925606,0.787876345371692,0.929215991854796,-0.0179074266413588,"High vs Low","CCDC7",0.929215991854796
"FNIP1",1365.69959527049,-0.0751221688334651,0.0611044739249982,-1.2294053775125,0.218919855066688,0.580398752369333,-0.0520707195244646,"High vs Low","FNIP1",0.580398752369333
"SP9",4.55505256514317,-0.225897228731147,0.572704712793777,-0.394439269810041,0.693256755808616,0.890602621092806,-0.156580027191299,"High vs Low","SP9",0.890602621092806
"SYCE3",34.2193083363906,-0.213641969868436,0.191282913207849,-1.11688998398039,0.264041367694236,0.626166093863803,-0.148085329063579,"High vs Low","SYCE3",0.626166093863803
"CKLF",656.592404899047,-0.113310315106003,0.116187777218614,-0.975234381950553,0.329444011020039,0.678606022472509,-0.078540725444085,"High vs Low","CKLF",0.678606022472509
"PAM16",523.961536244545,0.137196101892927,0.0951076220009,1.44253529850245,0.149151421112481,0.497180541208799,0.0950970912108971,"High vs Low","PAM16",0.497180541208799
"TENM3",325.03337165727,0.56754785836649,0.187466777241244,3.0274583407178,0.00246619704830902,0.075941283302514,0.393394197859567,"High vs Low","TENM3",0.075941283302514
"CEBPZOS",2606.091907567,-0.0556150108709135,0.080359941409765,-0.692073810598316,0.488890977500443,0.786152642869539,-0.0385493879819844,"High vs Low","CEBPZOS",0.786152642869539
"TDRD15",1.05404232445939,-0.113968670994486,0.349102252292834,-0.32646214753976,0.744074723723131,0.914534883783333,-0.0789970629719918,"High vs Low","TDRD15",0.914534883783333
"PAPOLB",0.573958513048101,0.501284822585594,0.328433214243792,1.52629149807454,0.126937285059043,0.462714593616171,0.347464161432697,"High vs Low","PAPOLB",0.462714593616171
"ZNF579",574.082510656884,0.251747182799948,0.0961543784048885,2.6181562085492,0.00884063246656547,0.143239099499969,0.174497849971693,"High vs Low","ZNF579",0.143239099499969
"CELA3B",0.67090216040098,0.81410865766204,0.467592331512759,1.74106503207234,0.0816721799043825,0.383753452571447,0.564297120727884,"High vs Low","CELA3B",0.383753452571447
"RNASEK",358.497886706379,0.153428219519198,0.0732392114001186,2.09489174700411,0.0361806166786504,0.274678880159348,0.106348337778064,"High vs Low","RNASEK",0.274678880159348
"TEX40",0.599665914690419,0.257464634797737,0.324041863231774,0.794541273864924,0.4268803908837,0.750585917973205,0.178460885703947,"High vs Low","TEX40",0.750585917973205
"FAM19A5",373.986175812343,0.170923696696215,0.175694532441016,0.972845849677184,0.330629921274935,0.679258878364056,0.118475278455865,"High vs Low","FAM19A5",0.679258878364056
"NBPF1",676.027660233211,0.0631197754249341,0.0772213191499971,0.817387945708727,0.413706762199751,0.742621035523589,0.04375129437337,"High vs Low","NBPF1",0.742621035523589
"PPP1R3G",137.438977961921,0.0184882349995364,0.165649924883298,0.111610283026458,0.91113241829397,0.973158746281004,0.0128150679634583,"High vs Low","PPP1R3G",0.973158746281004
"FAM228B",291.287680319345,0.0792819594760985,0.0828340967241177,0.957117450560853,0.338507976580234,0.685665169414554,0.0549540666801255,"High vs Low","FAM228B",0.685665169414554
"LINGO3",21.6340408818927,-0.0132503234990534,0.175240535715676,-0.0756122060740092,0.939727625223759,0.982184056859524,-0.00918442437487606,"High vs Low","LINGO3",0.982184056859524
"ZGLP1",68.4066565838604,0.0603377511060488,0.130282709948288,0.46312938324662,0.643271629587506,0.866341244956457,0.0418229420604854,"High vs Low","ZGLP1",0.866341244956457
"VAMP2",2998.06084791946,0.0383590498030921,0.0848252795901318,0.452212477087486,0.651115920484833,0.869737034160659,0.0265884672199717,"High vs Low","VAMP2",0.869737034160659
"EBF2",56.2011565003595,-0.364476979791925,0.167586509721975,-2.17485870668582,0.0296407061481854,0.25156457061752,-0.252636190921777,"High vs Low","EBF2",0.25156457061752
"C6orf226",228.082601789398,0.312137352300159,0.107214785618284,2.91132748622434,0.00359896586567369,0.0914829735111074,0.216357125694302,"High vs Low","C6orf226",0.0914829735111074
"PPP3R1",2752.51236130283,-0.085832031408536,0.0547242323821072,-1.56844651212686,0.116776963499618,0.448725378600122,-0.0594942305725594,"High vs Low","PPP3R1",0.448725378600122
"PSG3",8.27442462365117,2.64300676108184,0.717917365873766,3.68149161270821,0.000231873418455943,0.0217900942514789,1.83199268464475,"High vs Low","PSG3",0.0217900942514789
"FANCG",893.920199897768,0.039583092845747,0.0886227021332701,0.446647325041187,0.655129720012365,0.871869508802236,0.027436909203872,"High vs Low","FANCG",0.871869508802236
"OR2A5",0.088002646230917,0.00998088626346388,1.41046244773899,0.00707632186837978,0.994353959154274,NA,0.00691822317300941,"High vs Low","OR2A5",NA
"AP4M1",1162.80532718325,0.0750239721559667,0.0691020611749196,1.0856980367931,0.277612609550439,0.63766876517284,0.0520026547743161,"High vs Low","AP4M1",0.63766876517284
"C2orf16",113.520868908415,-0.240300012708664,0.0988139427698681,-2.43184317893588,0.0150222098538779,0.186487214318811,-0.16656327629753,"High vs Low","C2orf16",0.186487214318811
"KRTAP1.5",0.639764866726548,1.14024840423323,0.434111804786271,2.62662381363856,0.00862366129061129,0.142317875184547,0.790359966532241,"High vs Low","KRTAP1.5",0.142317875184547
"TAS2R41",0.211080397285449,-0.121778899325337,0.826742797929416,-0.147299619216923,0.882895533021559,NA,-0.0844107007190506,"High vs Low","TAS2R41",NA
"OR2A12",0.0842228832440967,0.090236250846654,1.18959601367304,0.0758545336479711,0.939534829482017,NA,0.0625470028586582,"High vs Low","OR2A12",NA
"PLXNA4",308.762949796717,0.0651161358332335,0.163840356777696,0.397436487040769,0.691045613644482,0.889955493410958,0.0451350659617641,"High vs Low","PLXNA4",0.889955493410958
"MAGEA3",557.19017005342,-0.323982439273859,0.656589213923757,-0.493432472546647,0.621707042556369,0.856425848216396,-0.224567514333609,"High vs Low","MAGEA3",0.856425848216396
"CEBPD",5310.14006143469,0.301095052913655,0.135904935037572,2.21548285079135,0.0267269401577905,0.238695895520106,0.208703187007647,"High vs Low","CEBPD",0.238695895520106
"ZNF321P",0.526755548905265,-0.438383504261333,0.375628337456014,-1.16706717930371,0.24318324089787,NA,-0.303864289982732,"High vs Low","ZNF321P",NA
"PSG7",0.171965373036133,0.382865145507439,0.939519235217611,0.407511768951447,0.683632152067197,NA,0.265381896143154,"High vs Low","PSG7",NA
"KRTAP1.3",0.238470683390294,1.01964292477822,0.842434477111977,1.21035279595126,0.226143546809713,NA,0.706762618487918,"High vs Low","KRTAP1.3",NA
"OR3A2",1.44527296817535,0.645865854008806,0.352219914524275,1.83370055858751,0.0666984556670618,0.353612946633587,0.447680095726145,"High vs Low","OR3A2",0.353612946633587
"ARIH2OS",62.295303453321,0.268942808282088,0.0870042320047536,3.09114628202677,0.00199385380649884,0.0686195948547809,0.186416949292604,"High vs Low","ARIH2OS",0.0686195948547809
"ZBED8",303.522960765584,-0.105075584963163,0.0907703967136934,-1.1575975071982,0.247028327026457,0.60967694612171,-0.0728328454629036,"High vs Low","ZBED8",0.60967694612171
"HMSD",34.7445718698329,0.111991243941607,0.207929469303991,0.538602076542971,0.590161454427578,0.840495532130414,0.0776264149855263,"High vs Low","HMSD",0.840495532130414
"NPTXR",624.502212862389,-0.0500191177349792,0.190608900384684,-0.262417534721786,0.792999555486326,0.93115582920209,-0.0346706104320968,"High vs Low","NPTXR",0.93115582920209
"FAM200A",528.294600625209,-0.0617265023430839,0.0736927614822359,-0.837619612856595,0.402244374091259,0.734531341825664,-0.0427855510649354,"High vs Low","FAM200A",0.734531341825664
"PPP2R2A",3068.01181382619,-0.17964287245332,0.0927892077515337,-1.93603196757923,0.0528637858244761,0.327488258093756,-0.124518950548709,"High vs Low","PPP2R2A",0.327488258093756
"C19orf73",39.5191154810432,0.348412501350837,0.127400479495836,2.73478171141597,0.0062421656062804,0.118470154476748,0.241501142983171,"High vs Low","C19orf73",0.118470154476748
"ZNF880",497.860624872115,0.112044331469296,0.127262037828479,0.880422264024299,0.378630599834705,0.717766154226894,0.0776632124556663,"High vs Low","ZNF880",0.717766154226894
"TRIM16",1083.15822011707,0.190992491378361,0.15449738865286,1.23621824966571,0.21637744886703,0.577292996484455,0.132385906907031,"High vs Low","TRIM16",0.577292996484455
"OR2A25",0.204022963225176,-0.121419162550081,0.604312430991248,-0.200921173094053,0.840760211567588,NA,-0.0841613501875381,"High vs Low","OR2A25",NA
"TAS2R40",0.38477434638535,-0.155720108750984,0.446223035217442,-0.348973711487356,0.727109045575169,NA,-0.107936954337233,"High vs Low","TAS2R40",NA
"OR2A14",0.405747093075391,0.214165769885742,0.380782201351678,0.562436398354517,0.573818725726434,NA,0.148448399568752,"High vs Low","OR2A14",NA
"TIGD1",307.137076467003,0.215479481280173,0.112343403902329,1.91804301628167,0.055105556958563,0.33169679448881,0.149358994917872,"High vs Low","TIGD1",0.33169679448881
"FXYD7",13.1085518901537,0.244262520318617,0.152522023743326,1.60149016072379,0.109268397559203,0.434245433351459,0.169309877275316,"High vs Low","FXYD7",0.434245433351459
"XKR9",223.456702612134,-0.0544594920695651,0.191461955048945,-0.28444027982292,0.77607299433684,0.924707490301724,-0.0377484433827458,"High vs Low","XKR9",0.924707490301724
"SLC12A8",1319.69195826801,0.00819529941976016,0.123184897329604,0.066528442994372,0.946957113630919,0.984182062341641,0.00568054868665122,"High vs Low","SLC12A8",0.984182062341641
"TMEM14E",1.28257484201927,-0.326068939655107,0.332989428205882,-0.979217092302113,0.327472725008859,0.677160279727019,-0.226013766190108,"High vs Low","TMEM14E",0.677160279727019
"APOL6",5493.86259676758,-0.099909587619718,0.0998584335561279,-1.00051226583242,0.317062664690734,0.668433482563473,-0.0692520489695143,"High vs Low","APOL6",0.668433482563473
"FADS3",1237.18450439524,0.106088881867032,0.107758834420833,0.984502871038123,0.324868320508106,0.674276672184728,0.0735352093548906,"High vs Low","FADS3",0.674276672184728
"OR2A1",0.66317011693762,-0.000359645612048014,0.295274276815599,-0.00121800522526591,0.999028172676073,0.999432300530323,-0.000249287341991817,"High vs Low","OR2A1",0.999432300530323
"OR4E2",0.22310604572755,0.0207098800676239,0.822648962067653,0.0251746261437825,0.979915675944529,NA,0.0143549949786081,"High vs Low","OR4E2",NA
"CCNL2",7211.68667427888,0.193889352030825,0.119529864270566,1.62209965864212,0.104782011263455,0.424669065533089,0.134393857700761,"High vs Low","CCNL2",0.424669065533089
"UBA52",18821.3188059338,0.0452732949663757,0.0797228804431586,0.567883331795255,0.570114190713304,0.830068321182243,0.0313810567606021,"High vs Low","UBA52",0.830068321182243
"MYBPHL",222.929289263918,-0.375746677148503,0.288488912337727,-1.30246488193843,0.192757515412049,0.555103692764105,-0.260447749870253,"High vs Low","MYBPHL",0.555103692764105
"PPT2",289.316265556661,0.0596064997966047,0.118392600069033,0.503464741561964,0.614637563539126,0.852334390236954,0.0413160772770635,"High vs Low","PPT2",0.852334390236954
"OR2A2",0.175027070030041,-0.150140032758722,0.660951251127767,-0.227157498382129,0.820301275187205,NA,-0.104069140395886,"High vs Low","OR2A2",NA
"ZNF630",174.492538995283,-0.0316748741200395,0.0836940101711168,-0.378460466349726,0.705088556822936,0.896536365428286,-0.0219553496908966,"High vs Low","ZNF630",0.896536365428286
"TIAF1",182.127990863892,-0.0672071176174188,0.136350035063077,-0.49290135925765,0.622082286820057,0.856469865958501,-0.0465844240900745,"High vs Low","TIAF1",0.856469865958501
"BTBD19",301.601374790584,0.0590328378210377,0.129658896531052,0.455293384414235,0.648898185024365,0.86862989016067,0.0409184450961048,"High vs Low","BTBD19",0.86862989016067
"FAM185A",229.606371904081,0.0189355309665528,0.0698310753535913,0.271161955772159,0.786266472015311,0.928621879938908,0.0131251099018716,"High vs Low","FAM185A",0.928621879938908
"RAB6C",4.7077616699138,0.374745012020516,0.187383817951331,1.99987926448295,0.0455133027250291,0.305078294345749,0.259753448510923,"High vs Low","RAB6C",0.305078294345749
"PSMB11",0.395431376199327,0.626678344175244,0.414118506417584,1.51328263398913,0.130207881929501,NA,0.434380327383045,"High vs Low","PSMB11",NA
"POTEJ",1.93673329408471,-0.386768922425954,0.194954209095997,-1.98389624014481,0.0472674081636075,0.311405954918087,-0.268087788107758,"High vs Low","POTEJ",0.311405954918087
"DCDC2B",43.8232948170374,-0.356332056990311,0.225367467897296,-1.58111576757253,0.113851570141148,0.44296840724554,-0.24699056064596,"High vs Low","DCDC2B",0.44296840724554
"C10orf55",71.8635066216709,0.19403907843247,0.184748551574393,1.05028741377892,0.293585990101377,0.648489624518336,0.134497640133917,"High vs Low","C10orf55",0.648489624518336
"USP17L2",0.38105219018972,0.323198558223321,0.476199936108841,0.678703489261809,0.497325754870459,NA,0.224024169393534,"High vs Low","USP17L2",NA
"EXOSC6",1599.62325314781,0.106992003742285,0.072081739013094,1.48431496252955,0.137725382674784,0.479340420941781,0.0741612057364241,"High vs Low","EXOSC6",0.479340420941781
"VPS52",2796.64924855701,0.0852428404653356,0.0651572755721658,1.30826281051183,0.190784184448911,0.552314884812433,0.0590858345314685,"High vs Low","VPS52",0.552314884812433
"CDRT15",5.03782638656604,0.103014033978074,0.217716731266142,0.473156258496952,0.636101702115639,0.863252812785738,0.0714038872100084,"High vs Low","CDRT15",0.863252812785738
"ZNF844",546.68797876794,-0.201009703080921,0.103246621092651,-1.94688892434107,0.0515480527685156,0.324634148368517,-0.139329308955732,"High vs Low","ZNF844",0.324634148368517
"CKMT1A",142.962798841868,0.112842168813437,0.246550422692009,0.457683939785411,0.647179527939301,0.867774778000808,0.0782162311613033,"High vs Low","CKMT1A",0.867774778000808
"EBLN1",0.26918655542269,0.766758491428573,0.764024714712361,1.00357812602599,0.315582002310213,NA,0.531476486504113,"High vs Low","EBLN1",NA
"HBD",4.33869916659084,-0.396174283941154,0.240836988405309,-1.64498936215904,0.0999720048502564,0.417305599904608,-0.274607087924166,"High vs Low","HBD",0.417305599904608
"ZNF735",0.150615355143366,-0.256008992886239,0.954272222384954,-0.268276689691765,0.788486347694187,NA,-0.177451911617088,"High vs Low","ZNF735",NA
"RFPL4A",0.348219791674223,0.262050986034747,0.564898809401497,0.463890136912108,0.642726459634408,NA,0.181639902132938,"High vs Low","RFPL4A",NA
"CERS1",22.2999687111896,0.0845197230082993,0.216841475474558,0.389776553693557,0.696701782697022,0.891874663521731,0.0585846077049102,"High vs Low","CERS1",0.891874663521731
"HLA.DPB1",23950.4829557268,0.00829260266597076,0.151114870333117,0.054876152477189,0.956237130810218,0.986445798935715,0.00574799415742152,"High vs Low","HLA.DPB1",0.986445798935715
"CPTP",1811.18401965627,0.194581151044304,0.0861353229360924,2.25901690980682,0.0238823330343249,0.227019850232469,0.134873376236468,"High vs Low","CPTP",0.227019850232469
"PRR29",373.622224750725,-0.200668877150664,0.168764903478959,-1.18904388894864,0.234422396693753,0.596494403450274,-0.139093066423113,"High vs Low","PRR29",0.596494403450274
"C4B",1049.04488792152,-0.0250887411616372,0.17470605987013,-0.143605443224393,0.885812042143166,0.964459899648853,-0.0173901901999871,"High vs Low","C4B",0.964459899648853
"ADM5",59.113703007612,0.0866227528254736,0.150605465694954,0.575163407421913,0.565180788126883,0.827240560315582,0.0600423168933181,"High vs Low","ADM5",0.827240560315582
"ATXN1L",2389.99326455155,0.058133322100827,0.0676698441489856,0.85907279426915,0.390300355899716,0.725740983694191,0.0402949483107713,"High vs Low","ATXN1L",0.725740983694191
"SMIM13",825.332266191911,0.00862847629106834,0.088687305911727,0.0972909956206868,0.922495306531911,0.976711474753916,0.00598080401368243,"High vs Low","SMIM13",0.976711474753916
"GPX5",0.282524572606349,-1.35129059962877,0.972289286647166,-1.38980303309579,0.164588696828836,NA,-0.93664326924984,"High vs Low","GPX5",NA
"GAGE12J",0.126853739393328,0.4711072034906,1.81847646710056,0.259066978327054,0.79558356267847,NA,0.32654662984099,"High vs Low","GAGE12J",NA
"ZNF812",59.5814720326305,-0.0515187880332868,0.257596421741794,-0.199998073284292,0.841482087978286,0.948708168535589,-0.0357101026711382,"High vs Low","ZNF812",0.948708168535589
"NPIPA3",12.7450694326804,0.228881823842221,0.255869936105831,0.894524098163504,0.371041542133853,0.711673059399502,0.158648790877654,"High vs Low","NPIPA3",0.711673059399502
"C17orf89",812.57874731268,0.0597154513820746,0.0885565800293416,0.67431975537322,0.500108046938046,0.792803045827754,0.0413915967613495,"High vs Low","C17orf89",0.792803045827754
"GAGE12H",0.116423349089008,0.423134524785968,2.89860038680184,0.145978909929296,0.883938037500135,NA,0.293294502852966,"High vs Low","GAGE12H",NA
"APOC4.APOC2",10.2396925784412,-0.17624561321613,0.212925122661623,-0.82773517287679,0.407820495129344,0.738866757318332,-0.122164149886819,"High vs Low","APOC4.APOC2",0.738866757318332
"PRRT4",17.896928969832,-0.0243166413744227,0.248598778613062,-0.0978148062918319,0.92207935004492,0.976711474753916,-0.0168550114093684,"High vs Low","PRRT4",0.976711474753916
"TMEM233",146.191976353411,-0.196344688499998,0.213978529947908,-0.917590603822715,0.358833238942267,0.703433500271389,-0.136095767251694,"High vs Low","TMEM233",0.703433500271389
"PLEKHM1",2103.3556536884,-0.127733202433418,0.0757796931516921,-1.68558616591028,0.0918755356358662,0.401722900151327,-0.0885379091306164,"High vs Low","PLEKHM1",0.401722900151327
"CT62",4.13194118292591,-0.442742387519716,0.251916045220257,-1.75749975406534,0.0788326637303565,0.378350892320052,-0.30688563762367,"High vs Low","CT62",0.378350892320052
"MKRN2OS",102.380181615199,-0.0635018144140541,0.15595974103053,-0.40716799088313,0.683884609348967,0.886597307034251,-0.0440161036215424,"High vs Low","MKRN2OS",0.886597307034251
"C2CD4D",101.509188982437,0.538880097355889,0.163737906245907,3.29111388872031,0.000997915034587055,0.0488673357973428,0.373523220142103,"High vs Low","C2CD4D",0.0488673357973428
"ZNF469",453.390562628629,0.229415400512402,0.14095006180424,1.62763604056469,0.103602082363223,0.422480589018682,0.159018638042202,"High vs Low","ZNF469",0.422480589018682
"FAM195B",3381.1309052899,0.157966464728872,0.0897709896071943,1.75966050302082,0.0784653864116856,0.377406250071416,0.10949400964984,"High vs Low","FAM195B",0.377406250071416
"SLC26A6",1173.57855280894,0.173311500910589,0.126508730394896,1.36995684305421,0.170700373888118,0.526529367552517,0.120130378214787,"High vs Low","SLC26A6",0.526529367552517
"OR6V1",0.0534264742282988,-0.0717291349235381,1.92972198983255,-0.0371707092013614,0.970348893137386,NA,-0.0497188476362544,"High vs Low","OR6V1",NA
"CTD.2313N18.7",3.92231468264872,-0.049672573881048,0.17433501319073,-0.284925976554716,0.775700854080249,0.924642844145672,-0.034430404536804,"High vs Low","CTD.2313N18.7",0.924642844145672
"FAM229A",150.088184671452,0.127425024784601,0.139865912128485,0.911051326555854,0.362268330539332,0.705287753434078,0.0883242966622275,"High vs Low","FAM229A",0.705287753434078
"ERCC6",711.106860976355,-0.00915395871880513,0.0716565793183951,-0.127747637493703,0.898348689640821,0.968680541802361,-0.00634504067690187,"High vs Low","ERCC6",0.968680541802361
"FRG2B",0.792161859509376,1.34044193026842,0.537951813235752,2.49175092877878,0.0127115142016551,0.17334491208678,0.929123544669883,"High vs Low","FRG2B",0.17334491208678
"NOL7",2480.74723384813,-0.0336200201448756,0.0693549565812568,-0.484752954974258,0.627851597815002,0.858895041678115,-0.0233036221737891,"High vs Low","NOL7",0.858895041678115
"CTAGE4",10.9777495665482,0.13811911407384,0.21016810000262,0.657184006859836,0.511062607830847,0.799552693407033,0.0957368745017197,"High vs Low","CTAGE4",0.799552693407033
"AC022431.2",1.80439763781645,-0.57641707085765,0.249287396065285,-2.31225918339929,0.0207634045554905,0.215932264003975,-0.399541867491602,"High vs Low","AC022431.2",0.215932264003975
"NTF4",111.05786974124,0.226471906724794,0.186941898582902,1.21145611787163,0.225720643020421,0.589350761973737,0.156978363622326,"High vs Low","NTF4",0.589350761973737
"ELFN1",87.8297265233549,0.208231056797609,0.124569974780601,1.67159909251291,0.0946034038520436,0.407075192328473,0.14433476992428,"High vs Low","ELFN1",0.407075192328473
"PIGBOS1",380.854970823481,0.0573157239256455,0.0821146537140668,0.697996293392721,0.485179512111994,0.783099681122212,0.0397282324408134,"High vs Low","PIGBOS1",0.783099681122212
"FTCDNL1",125.288658981616,-0.0478757369778696,0.143588342577094,-0.333423564327059,0.738814578060481,0.912736189788362,-0.0331849321034398,"High vs Low","FTCDNL1",0.912736189788362
"TEX22",30.3660221030595,0.484741494978237,0.143155897752732,3.3861091480528,0.000708911813968152,0.0408175668886996,0.335997200544578,"High vs Low","TEX22",0.0408175668886996
"OR52I2",0.224749094899165,0.11616619585359,0.707412168245649,0.164212888988999,0.86956355489798,NA,0.08052027113229,"High vs Low","OR52I2",NA
"AC104809.3",78.7624836793515,-0.120506958691711,0.25725093824182,-0.468441279613264,0.639469053929162,0.864562601920829,-0.0835290586550132,"High vs Low","AC104809.3",0.864562601920829
"DCAF8L1",1.26513394182597,0.994327879151315,0.696662869147189,1.42727267834514,0.153501312644419,0.502272932295773,0.689215565985884,"High vs Low","DCAF8L1",0.502272932295773
"USP17L7",0.417004202452787,0.0138658454671853,0.416362674090359,0.0333023259048819,0.973433498986201,NA,0.00961107169165941,"High vs Low","USP17L7",NA
"TMEM185B",1298.4061372227,-0.0614616162721666,0.0733070055877511,-0.838413952109869,0.4017982562136,0.734531341825664,-0.0426019460317095,"High vs Low","TMEM185B",0.734531341825664
"KIF4B",2.14074866698767,0.244109916523629,0.214041198592146,1.14048098276995,0.254085971145125,0.616750168450099,0.169204100385077,"High vs Low","KIF4B",0.616750168450099
"HSBP1L1",1033.44760461756,0.147613114939068,0.115441443979185,1.27868389246485,0.201008394128232,0.565336596251472,0.102317614433686,"High vs Low","HSBP1L1",0.565336596251472
"TAS2R46",0.889345193297864,0.531467484225825,0.315089957077872,1.68671667340536,0.0916578444756492,0.401442383696141,0.368385188250418,"High vs Low","TAS2R46",0.401442383696141
"SRRM5",61.8932845092514,0.216171301996549,0.129035244755698,1.67528881280324,0.093877579338024,0.405684454718547,0.14983852849688,"High vs Low","SRRM5",0.405684454718547
"PGAM4",4.305859703626,-0.286761924942574,0.169962766931656,-1.68720438081526,0.0915640593365381,0.401280012608684,-0.198768219765888,"High vs Low","PGAM4",0.401280012608684
"ERVMER34.1",190.927093112521,0.055305017813882,0.191737668700768,0.288441067363726,0.773009135643833,0.924014149685112,0.03833451716851,"High vs Low","ERVMER34.1",0.924014149685112
"RBMY1J",0.0706464867620174,0.0353702033499749,1.51202785480992,0.023392560684288,0.981337139097798,NA,0.0245167567278669,"High vs Low","RBMY1J",NA
"LTA",67.8627821345471,-0.0370306206578104,0.164529800506465,-0.225069382834116,0.821925298892569,0.941748568944491,-0.0256676703033461,"High vs Low","LTA",0.941748568944491
"WDR46",2840.90502378456,0.0866486766293191,0.0626020828972991,1.38411810947999,0.16632229266434,0.51971776484626,0.060060285904863,"High vs Low","WDR46",0.51971776484626
"ANHX",0.140166742697684,0.500717866205267,1.39900667692747,0.357909561450383,0.720410995086749,NA,0.347071177216173,"High vs Low","ANHX",NA
"ZNF717",313.791383129999,-0.0606100195435099,0.0843293623902513,-0.718729726225424,0.472307463880501,0.775576321629755,-0.0420116641602671,"High vs Low","ZNF717",0.775576321629755
"SPANXB2",3.82518167943657,-0.713907798827496,0.645457568232739,-1.10604915638711,0.268705243574912,0.630466623896271,-0.494843177937036,"High vs Low","SPANXB2",0.630466623896271
"KLLN",61.3863462553428,-0.146809275532006,0.114954194942992,-1.27711107545759,0.201563035254657,0.565549014477802,-0.101760435415058,"High vs Low","KLLN",0.565549014477802
"PARG",1030.495370264,0.0387197672583226,0.0607635013579221,0.637220805138387,0.523981027641891,0.805977434887895,0.0268384975070437,"High vs Low","PARG",0.805977434887895
"AKR1B15",233.172818422294,-0.158721344452484,0.392151865259983,-0.404744586251699,0.68566526495201,0.887294272347123,-0.110017252401923,"High vs Low","AKR1B15",0.887294272347123
"SCAMP4",4585.64286818283,-0.0078964901241979,0.0706396382199529,-0.111785540288448,0.910993452836158,0.973067623915747,-0.00547342986590719,"High vs Low","SCAMP4",0.973067623915747
"LTB",1086.92588301493,0.0207547598787832,0.17151378399258,0.121009282144233,0.903683683137782,0.970723748715841,0.0143861032931772,"High vs Low","LTB",0.970723748715841
"RD3L",0.113252957733575,0.146798162814024,0.937130574812763,0.156646434082416,0.875523505153473,NA,0.101752732665921,"High vs Low","RD3L",NA
"C1orf234",1.58664328425359,-0.0925865092960404,0.266528923653462,-0.347378843642577,0.728306725238377,0.907738654692705,-0.0641760778764376,"High vs Low","C1orf234",0.907738654692705
"POLR2J2",0.391393808765466,0.21413631313805,0.365162584589541,0.586413620055704,0.557597593747162,NA,0.148427981707141,"High vs Low","POLR2J2",NA
"BOD1L2",0.417840389127962,1.86798136115484,1.00410840206321,1.86033834326709,0.0628376719500292,NA,1.294786013823,"High vs Low","BOD1L2",NA
"RP11.745O10.4",0.83668893759362,0.0734202700612219,0.305067113670034,0.240669238902737,0.809811482069964,0.93658282207518,0.0508910531888857,"High vs Low","RP11.745O10.4",0.93658282207518
"CASP16",13.9116665691349,0.190402805084607,0.170398612112552,1.11739645484226,0.263824850284797,0.625974373726115,0.1319771675151,"High vs Low","CASP16",0.625974373726115
"ORM2",194.226355244888,-0.0614221645714269,0.265937893419093,-0.230964319457218,0.817342521575352,0.939485475240013,-0.0425746001965736,"High vs Low","ORM2",0.939485475240013
"C19orf24",1684.19515133705,0.118553776350891,0.10235986513979,1.15820567161734,0.246780114366423,0.60953748992969,0.0821752158223542,"High vs Low","C19orf24",0.60953748992969
"OST4",6970.92163553746,-0.129790857315292,0.0923846398050885,-1.40489650215796,0.160052056871238,0.513249728885299,-0.0899641668105525,"High vs Low","OST4",0.513249728885299
"NUTM2E",5.33161710902243,0.305942676627712,0.317342925609795,0.964075931548887,0.335007858546887,0.682962133376303,0.212063303717462,"High vs Low","NUTM2E",0.682962133376303
"C1orf233",720.259829681322,0.0927634833345131,0.162918637410449,0.569385337423425,0.5690946651542,0.829716233271843,0.0642987469322374,"High vs Low","C1orf233",0.829716233271843
"CLDN25",0.299200972753069,-0.831043886627418,0.83139574205085,-0.999576789481067,0.317515360313379,NA,-0.576035726937374,"High vs Low","CLDN25",NA
"PROB1",202.494031042464,-0.0155940523271754,0.0947495536846394,-0.164581802454479,0.869273155414632,0.958271869361833,-0.0108089734040858,"High vs Low","PROB1",0.958271869361833
"ARL17B",35.4634683705233,-0.0108483082647798,0.140922391995729,-0.0769807275561188,0.938638876647734,0.981777808685153,-0.00751947428757732,"High vs Low","ARL17B",0.981777808685153
"DHFR",578.148744151315,0.0860869523028135,0.0875477444338471,0.983314337331245,0.325452755890015,0.674984177653197,0.0596709282716937,"High vs Low","DHFR",0.674984177653197
"SAPCD1",40.0161932584569,0.319085257257559,0.178624726614845,1.7863442721767,0.0740435327527175,0.369443618579377,0.221173046426322,"High vs Low","SAPCD1",0.369443618579377
